index	unknown_word	pdb_plausible?	context	occurrences	category	replace_with	remove	invalidate	allow
3070	s6b	N	'figures 1, 6, s6, tables s2, s6b and pdb 4ydj', 'pdb 4ydj and table s6b', 'figure 1, 6, s6, tables s2, s6b and pdb 4ydj', 'figure 1, 6, s6, table s2, s6b and pdb 4ydj'	2					
3071	s6c	N	'figures 1, 6, s6, tables s2, s6c and pdb 4ydk', 'pdb 4ydk and table s6c', 'figure 1, 6, s6, tables s2, s6c and pdb 4ydk', 'figure 1, 6, s6, table s2, s6c and pdb 4ydk', 'figures 1, 6, s6, table s2, s6c and pdb 4ydk'	2					
3077	s6h	N	'figures 1, 6, s6, tables s2, s6h and pdb 4rx4', 'figures s6h and s6i', 'pdb 4rx4 and table s6h', 'figure 1, 6, s6, table s2, s6h and pdb 4rx4', 'figure s6h and s6i', 'figure 1, 6, s6, tables s2, s6h and pdb 4rx4', 'figures 1, 6, s6, table s2, s6h and pdb 4rx4'	3					
3207	10f	N	'figures 10b, 10d and 10f', 'figures 10e and 10f', 'figure 10e and 10f', 'figure 10b, 10d and 10f'	2					
3208	adn	N	'figures 1b adn 4c', 'figures 3b adn 4a', 'table 3 adn figure 7', 'figure 1b adn 4c', 'figure 3b adn 4a'	3					
3209	supportin	N	'figures 1b, 1c, 2b, 5a, 6a and supportin information figure 2', 'figures 1d, 5b and supportin information figure 2', 'figure 1b, 1c, 2b, 5a, 6a and supportin information figure 2', 'figure 1d, 5b and supportin information figure 2'	2					
3211	s2i	N	'figures 1j, 2a, 2b, 2c, s2d, s2e, s2f, s2g, s2h, s2i, s2j, 3e, and s3d', 'figures s1c, 1a, 1b, 2a, 2b, 2c, s2d, s2e, s2f, s2g, s2h, s2i, 3e, s3d, 6a, 6b, and 6c', 'figure 1j, 2a, 2b, 2c, s2d, s2e, s2f, s2g, s2h, s2i, s2j, 3e, and s3d', 'figure s1c, 1a, 1b, 2a, 2b, 2c, s2d, s2e, s2f, s2g, s2h, s2i, 3e, s3d, 6a, 6b, and 6c'	2					
3212	s2h	N	'figures 1j, 2a, 2b, 2c, s2d, s2e, s2f, s2g, s2h, s2i, s2j, 3e, and s3d', 'figures s1c, 1a, 1b, 2a, 2b, 2c, s2d, s2e, s2f, s2g, s2h, s2i, 3e, s3d, 6a, 6b, and 6c', 'figure 1j, 2a, 2b, 2c, s2d, s2e, s2f, s2g, s2h, s2i, s2j, 3e, and s3d', 'figure s1c, 1a, 1b, 2a, 2b, 2c, s2d, s2e, s2f, s2g, s2h, s2i, 3e, s3d, 6a, 6b, and 6c'	2					
3213	s2g	N	'figures 1j, 2a, 2b, 2c, s2d, s2e, s2f, s2g, s2h, s2i, s2j, 3e, and s3d', 'figures s1c, 1a, 1b, 2a, 2b, 2c, s2d, s2e, s2f, s2g, s2h, s2i, 3e, s3d, 6a, 6b, and 6c', 'figure 1j, 2a, 2b, 2c, s2d, s2e, s2f, s2g, s2h, s2i, s2j, 3e, and s3d', 'figure s1c, 1a, 1b, 2a, 2b, 2c, s2d, s2e, s2f, s2g, s2h, s2i, 3e, s3d, 6a, 6b, and 6c'	2					
3214	s2j	N	'figures 1j, 2a, 2b, 2c, s2d, s2e, s2f, s2g, s2h, s2i, s2j, 3e, and s3d', 'figure 1j, 2a, 2b, 2c, s2d, s2e, s2f, s2g, s2h, s2i, s2j, 3e, and s3d'	1					
3239	and3	N	'figures 2 and3', 'figure 2 and3'	1					
3283	sf3	N	'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10'	1					
3284	st10	N	'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10', 'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10'	1					
3285	st5	N	'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'supplemenary table st5', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10'	2					
3286	st8	N	'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10'	1					
3287	sf1	N	'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10', 'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10'	1					
3288	sf5	N	'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'figures 3, sf5, sf6', 'figures 3, sf5, sf6, sf7, sf8, sf9, sf10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10', 'figure 3, sf5, sf6', 'figure 3, sf5, sf6, sf7, sf8, sf9, sf10'	3					
3289	st7d	N	'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10'	1					
3290	st6	N	'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10'	1					
3291	sf4	N	'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10'	1					
3292	sf2	N	'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'tables 1, 2 , s1, figure 2a, 3, sf2', 'tables 1, 2 , s1, figure 3, sf2', 'tables 2 , s1, figure 3, sf2', 'table 1, 2 , s1, figure 2a, 3, sf2', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and table 3, st5, st6, st7d, st8, st10'	4					
3293	sf6	N	'figures 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'figures 3, sf5, sf6', 'figures 3, sf5, sf6, sf7, sf8, sf9, sf10', 'figure 2, 3, 4, 5, sf1, sf2,sf3, sf4, sf5, sf6, and tables 3, st5, st6, st7d, st8, st10', 'figure 3, sf5, sf6', 'figure 3, sf5, sf6, sf7, sf8, sf9, sf10'	3					
3297	2tables	N	'figures 2, 3, 4, 5, table 2tables s1, s3, s4 and pdb 7rm4', 'figure 2, 3, 4, 5, table 2tables s1, s3, s4 and pdb 7rm4'	1					
3341	ib	N	'figures 2, 3, 4, table ia, ib and pdb 1a3r', 'figure 2, 3, 4, table ia, ib and pdb 1a3r'	1					
3342	ia	N	'figures 2, 3, 4, table ia, ib and pdb 1a3r', 'tables ia, 1b', 'tables ia, 1b, 1c', 'tables ia, 1c', 'tables ia, ii, iii, iv, v, and viii', 'tables ia, 2, 2i, i5, 5, and 52i', 'figure 2, 3, 4, table ia, ib and pdb 1a3r', 'table ia, 1b', 'table ia, 1b, 1c', 'table ia, 1c', 'tables ia, ii, 3, iv, v, and v3'	6					
3381	image	N	'figures 2, 3, image 1, 3', 'figure 2, 3, image 1, 3'	1					
3526	videos	N	'figures 2, 4, 5, and 6, supplementary figure 1, videos s1-s3', 'figure 2, 4, 5, and 6, supplementary figure 1, videos s1-s3'	1					
3554	supplementery	N	'figures 2, 4, supplementery figure s3', 'figure 2, 4, supplementery figure s3'	1					
3572	s2and	N	'figures 2, 5, 6, supplementary figures s1, s2and s6', 'figure 2, 5, 6, supplementary figure s1, s2and s6'	1					
3727	snd	N	'figures 2a, 3, 7, supplementary figures 3 snd 6', 'figures 5, 6, s2 snd tables s5 and s7', 'figure 2a, 3, 7, supplementary figure 3 snd 6', 'figure 5, 6, s2 snd tables s5 and s7', 'figure 5, 6, s2 snd table s5 and s7', 'figures 5, 6, s2 snd table s5 and s7'	2					
3728	anad	N	'figures 2b anad 2d', 'figure 2b anad 2d'	1					
3747	supplemantary	N	'figures 3, 4 and supplemantary figure 1', 'supplemantary table s2', 'figure 3, 4 and supplemantary figure 1'	2					
3841	spporting	N	'figures 3, 4, and 5 and spporting information figure s3', 'figure 3, 4, and 5 and spporting information figure s3'	1					
3898	spplementary	N	'figures 3, 4, spplementary figures 1, 6, tables s1 and s3', 'figures 3, 4, spplementary figures 8, 9, tables s1 and s2', 'table ii, figure 6 and spplementary figure 3', 'table 2, figure 6 and spplementary figure 3', 'figure 3, 4, spplementary figure 1, 6, tables s1 and s3', 'figure 3, 4, spplementary figure 8, 9, tables s1 and s2'	3					
3923	n7m	N	'figures 3, 4, table 1 and pdb 1 n7m', 'figure 3, 4, table 1 and pdb 1 n7m'	1					
3935	5wf	N	'figures 3, 4, table 2, supplementary figure 3, supplementary table 4 and pdb 5wf', 'figure 3, 4, table 2, supplementary figure 3, supplementary table 4 and pdb 5wf'	1					
3949	si9	N	'figures 3, 4, table si9 and pdb 5dfv', 'figures 3, 4, table si9 and pdb 5dfw', 'figures 3, 5, table si9 and pdb 5dmg', 'figure 3, 4, table si9 and pdb 5dfv', 'figure 3, 4, table si9 and pdb 5dfw', 'figure 3, 5, table si9 and pdb 5dmg'	3					
3958	s10b	N	'figures 3, 5, 6 and s10b', 'figure 3, 5, 6 and s10b'	1					
4055	s10a	N	'figures 3, s3 and table s10a', 'figure 3, s3 and table s10a'	1					
4122	sf8	N	'figures 3, sf5, sf6, sf7, sf8, sf9, sf10', 'figures 3, sf7, sf8', 'figure 3, sf7, sf8', 'figure 3, sf5, sf6, sf7, sf8, sf9, sf10'	2					
4123	sf7	N	'figures 3, sf5, sf6, sf7, sf8, sf9, sf10', 'figures 3, sf7, sf8', 'supplementary figure sf7', 'figure 3, sf7, sf8', 'figure 3, sf5, sf6, sf7, sf8, sf9, sf10'	3					
4124	sf9	N	'figures 3, sf5, sf6, sf7, sf8, sf9, sf10', 'figures 3, sf9, sf10', 'figure 3, sf5, sf6, sf7, sf8, sf9, sf10', 'figure 3, sf9, sf10'	2					
4125	sf10	N	'figures 3, sf5, sf6, sf7, sf8, sf9, sf10', 'figures 3, sf9, sf10', 'figure 3, sf5, sf6, sf7, sf8, sf9, sf10', 'figure 3, sf9, sf10'	2					
4129	s4d	N	'figures 3b, 3d, s4b, s4d', 'suppl figure s4d', 'supplementary figure s4d', 'supplemental figure s4d', 'figure 3b, 3d, s4b, s4d'	3					
4130	17b	N	'figures 3c, 6f, supplementary figures 10e, 11c, 15e, and 17b', 'figure 3c, 6f, supplementary figure 10e, 11c, 15e, and 17b'	1					
4131	15e	N	'figures 3c, 6f, supplementary figures 10e, 11c, 15e, and 17b', 'figure 3c, 6f, supplementary figure 10e, 11c, 15e, and 17b'	1					
4132	s4e	N	'figures 3e, s4e', 'figure 3e, s4e'	1					
4133	informatin	N	'figures 4 and 5 and supporting informatin table s1', 'figure 4 and 5 and supporting informatin table s1'	1					
4149	yables	N	'figures 4, 5, 6, 7, 8, supplementary figures 5, 7, 8, supplementary yables 1, 2', 'figure 4, 5, 6, 7, 8, supplementary figure 5, 7, 8, supplementary yables 1, 2'	1					
4155	8deeu	N	'figures 4, 5, 6, data s1, table s3, s4, s5 and pdb 8deeu', 'figure 4, 5, 6, data s1, table s3, s4, s5 and pdb 8deeu'	1					
4307	s30	N	'figures 4, s28, s29, s30, table s4 and pdb 5cws', 'material and methods, figure s30', 'supporting information s30', 'table 1, s1 and figures s24-s30', 'table s30', 'figure 4, s28, s29, s30, table s4 and pdb 5cws', 'table 1, s1 and figure s24-s30'	5					
4309	s29	N	'figures 4, s28, s29, s30, table s4 and pdb 5cws', 'material and methods, figure s29', 'supporting information s29', 'table s29', 'figure 4, s28, s29, s30, table s4 and pdb 5cws'	4					
4310	s28	N	'figures 4, s28, s29, s30, table s4 and pdb 5cws', 'figures 5, s26, s27, s28 and table s5', 'material and methods, figure s28', 'supporting information s28', 'table s28', 'figure 4, s28, s29, s30, table s4 and pdb 5cws', 'figure 5, s26, s27, s28 and table s5'	5					
4372	movie	N	'figures 5 and s4 and movie 1', 'figures 5, s4 and movie 1 and 2', 'figure 5 and s4 and movie 1', 'figure 5, s4 and movie 1 and 2'	2					
4462	s26	N	'figures 5, s26, s27, s28 and table s5', 'material and methods, figure s26', 'supporting information s26', 'table 1 and figures 2 and s26', 'table s26', 'tables 1, 2, s1, s2, s7 and figures s3, s13, s25, s26', 'tables 1, 2, s2, s7 and figures s3, s13, s25, s26', 'figure 5, s26, s27, s28 and table s5'	7					
4463	s27	N	'figures 5, s26, s27, s28 and table s5', 'material and methods, figure s27', 'supporting information s27', 'table s27', 'figure 5, s26, s27, s28 and table s5'	4					
4526	supplemtary	N	'figures 6 and supplemtary figure 1', 'figures 6, supplemtary figures 1 and 4', 'figure 6 and supplemtary figure 1', 'figure 6, supplemtary figure 1 and 4'	2					
4529	supplemetal	N	'figures 6, 7, 8 and supplemetal figures 5 and 6', 'supplemetal figure 2', 'supplemetal figure 5', 'figure 6, 7, 8 and supplemetal figure 5 and 6'	3					
4534	supple	N	'figures 6, 7, 9, supple figure 1', 'figure 6, 7, 9, supple figure 1'	1					
4535	a6	N	'figures 6, 7, and a6', 'figure 6, 7, and a6'	1					
4595	mpe8	N	'figures 6, s6, table s4 and pdb mpe8', 'figure 6, s6, table s4 and pdb mpe8'	1					
4600	tabless1	N	'figures 6, s6, tabless1, s3 and pdb 7v3g', 'tabless1 and s2', 'figure 6, s6, tabless1, s3 and pdb 7v3g'	2					
4622	refinement	N	'figures 7, 8, supporting information-data collection and refinement statistics and pdb 6mj6', 'figures 8, 11, supporting information-data collection and refinement statistics and pdb 6miv', 'figures 8, 11, supporting information-data collection and refinement statistics and pdb 6mja', 'figures 8, 11, supporting information-data collection and refinement statistics and pdb 6mjj'	8					
4623	statistics	N	'figures 7, 8, supporting information-data collection and refinement statistics and pdb 6mj6', 'figures 8, 11, supporting information-data collection and refinement statistics and pdb 6miv', 'figures 8, 11, supporting information-data collection and refinement statistics and pdb 6mja', 'figures 8, 11, supporting information-data collection and refinement statistics and pdb 6mjj'	8					
4624	collection	N	'figures 7, 8, supporting information-data collection and refinement statistics and pdb 6mj6', 'figures 8, 11, supporting information-data collection and refinement statistics and pdb 6miv', 'figures 8, 11, supporting information-data collection and refinement statistics and pdb 6mja', 'figures 8, 11, supporting information-data collection and refinement statistics and pdb 6mjj'	8					
4665	s1j	N	'figures s1h, s1j, s1k, s1l, 1h, 1i, 1j, 1k, s2b, 3c, and 3d', 'figure s1h, s1j, s1k, s1l, 1h, 1i, 1j, 1k, s2b, 3c, and 3d'	1					
4666	s1k	N	'figures s1h, s1j, s1k, s1l, 1h, 1i, 1j, 1k, s2b, 3c, and 3d', 'figures s1k, s1l', 'figure s1k, s1l', 'figure s1h, s1j, s1k, s1l, 1h, 1i, 1j, 1k, s2b, 3c, and 3d'	2					
4667	s1h	N	'figures s1h, s1j, s1k, s1l, 1h, 1i, 1j, 1k, s2b, 3c, and 3d', 'figure s1h, s1j, s1k, s1l, 1h, 1i, 1j, 1k, s2b, 3c, and 3d'	1					
4668	s1l	N	'figures s1h, s1j, s1k, s1l, 1h, 1i, 1j, 1k, s2b, 3c, and 3d', 'figures s1k, s1l', 'figure s1k, s1l', 'figure s1h, s1j, s1k, s1l, 1h, 1i, 1j, 1k, s2b, 3c, and 3d'	2					
4684	s5i	N	'figures s5h and s5i', 'figure s5h and s5i'	1					
4685	s5j	N	'figures s5j and s5k', 'figure s5j and s5k'	1					
4686	s5k	N	'figures s5j and s5k', 'figure s5j and s5k'	1					
4687	s6i	N	'figures s6h and s6i', 'figure s6h and s6i'	1					
4688	s6j	N	'figures s6j and s6k', 'figure s6j and s6k'	1					
4689	s6k	N	'figures s6j and s6k', 'figure s6j and s6k'	1					
4697	figures1and	N	'figures1and 5'	1					
4698	figures3	N	'figures3, 4, 5, and 6'	1					
4699	figures4	N	'figures4 and 5'	1					
4700	figures5	N	'figures5, 6, 7, and s6'	1					
4701	figuress	N	'figuress 3, 4, 5, tables iii, iv, v', 'figuress 3, 4, 5, tables 3, iv, v', 'figuress 3, 4, 5, tables iii, i5, 5', 'figuress 3, 4, 5, table iii, iv, v', 'figuress 3, 4, 5, tables 3, i5, 5', 'figuress 3, 4, 5, table iii, i5, 5', 'figuress 3, 4, 5, table 3, 4, 5', 'figuress 3, 4, 5, table iii, 4, v', 'figuress 3, 4, 5, tables iii, iv, 5'	1					
4702	figurs	N	'figurs 1, 2, 3 and table 2', 'figurs 2, 4 and table 2', 'figurs 2a and 4', 'figurs s3 and s5'	4					
4703	figuure	N	'figuure 1a'	1					
4704	fiigure	N	'fiigure 6'	1					
4705	findings	N	'findings', 'principal findings'	2					
4706	fiugre	N	'fiugre 2'	1					
4707	footnote	N	'footnote 3 on p 13225', 'footnote page 1381', 'table 3 footnote and text', 'footnote 3 on page 13225'	3					
4708	footnotes	N	'footnotes, page 14874'	1					
4709	fugre	N	'fugre 4b'	1					
4710	fugure	N	'fugure 2', 'fugure 3'	2					
4711	fugures	N	'fugures 1, 2 and 5'	1					
4712	galibert	N	'galibert et al (1979)'	1					
4713	peptie	N	'gap peptie mtb32 309-318'	1					
4714	gap	N	'gap peptie mtb32 309-318'	1					
4715	mtb32	N	'gap peptie mtb32 309-318'	1					
4716	nature	N	'garoff et al. (1980) nature 288:236', 'neurath et al nature (1985)', 'patarroyo et al., nature, 1988', 'baer et al. nature 1984;310:207', 'pasek et al. nature 1979;282:575-579'	5					
4717	af127762	N	'genbank accession af127762'	1					
4718	gi	N	'gi: 407725', 'gi:2909515', 'table 2 and gi:2905989 (accession af016316)'	3					
4719	immunology	N	'gonzalez et al., parasite immunology, 2000'	1					
4720	parasite	N	'gonzalez et al., parasite immunology, 2000'	1					
4721	gonzalez	N	'gonzalez et al., parasite immunology, 2000'	1					
4722	graphical	N	'graphical abstract'	1					
4723	harris	N	'harris et al int imm 1996'	1					
4724	imm	N	'harris et al int imm 1996', 'leclerc et al j. imm (1991)'	2					
4725	int	N	'harris et al int imm 1996', 'int. immunol. 1995;7:559-566'	2					
4726	he	N	'he 176'	1					
4727	l2	N	'hpv l2 epitope'	1					
4728	hpv	N	'hpv l2 epitope'	1					
4729	iedb	N	'iedb reference'	1					
4730	igure	N	'igure 5b'	1					
4731	both	N	'in both text and figures.', 'in both text and figure.'	1					
4732	inferred	N	'inferred by curator', 'inferred from materials and methods, and genbank: ayn25353.1', 'inferred from table 2', 'sequence inferred from figure 7'	4					
4733	curator	N	'inferred by curator'	1					
4734	by	N	'inferred by curator', 'provided by a. sette', 'provided by author', 'provided by author, figures 2 and 4', 'provided by author.', 'provided by direct communication with author', 'provided by r. koup', 'supplemental table 1 provided by author', 'provided by author, figure 2 and 4'	8					
4735	ayn25353	N	'inferred from materials and methods, and genbank: ayn25353.1'	1					
4736	intoduction	N	'intoduction', 'intoduction page 1'	2					
4737	intorduction	N	'intorduction (page 8127)', 'intorduction page 388'	2					
4738	introduction	N	'introduction', 'introduction p 220', 'introduction (page 1645)', 'introduction (page 292)', 'introduction (page 338)', 'introduction (page 3831)', 'introduction (page 441)', 'introduction and figure 1', 'introduction and figure 4', 'introduction and reference cited', 'introduction and table 3', 'introduction and table iii'	36					
4739	jason	N	'jason 2023 june'	1					
4740	june	N	'jason 2023 june'	1					
4741	jasontest	N	'jasontest', 'jasontest 12/16/22', 'jasontest this morning'	3					
4742	12/16/22	N	'jasontest 12/16/22'	1					
4743	morning	N	'jasontest this morning'	1					
4744	this	N	'jasontest this morning'	1					
4745	10/11/19	N	'jasontester 10/11/19'	1					
4746	jasontester	N	'jasontester 10/11/19'	1					
4747	jasontesterloc	N	'jasontesterloc'	1					
4748	june30	N	'june30 2023 test'	1					
4749	kar	N	'kar et al (2000)'	1					
4750	key	N	'key resource table', 'key resources table', 'star methods key resources table'	3					
4751	resources	N	'key resources table', 'star methods key resources table'	2					
4752	ktable	N	'ktable 1'	1					
4753	lal	N	'lal et al., j. biol. chem. 1987'	1					
4754	biol	N	'lal et al., j. biol. chem. 1987', 'j biol chem 2005;280:11247'	2					
4755	chem	N	'lal et al., j. biol. chem. 1987', 'j biol chem 2005;280:11247'	2					
4756	lambert	N	'lambert et al., j. virology, 1990'	1					
4757	leclerc	N	'leclerc et al j. imm (1991)'	1					
4758	legand	N	'legand of table i', 'legand of table 1'	1					
4759	lghpdtlnqgefkel	N	'lghpdtlnqgefkel'	1					
4760	lopez	N	'lopez et al (1994)'	1					
4761	lvdsgaqvsvvhpnl	N	'lvdsgaqvsvvhpnl'	1					
4762	manufacturer	N	'manufacturer cited'	1					
4763	vaccine	N	'martin, et al., vaccine, 23: 2121-2131, 2005.', 'theisen et al., vaccine 2001', 'argiro et al. (2000). vaccine 18:2033-8 [pmid: 10706966]', 'huerta et al. (2001). vaccine 20:262-6 [pmid: 11567772]'	4					
4764	martin	N	'martin, et al., vaccine, 23: 2121-2131, 2005.'	1					
4765	mat	N	'mat y meth'	1					
4766	meth	N	'mat y meth'	1					
4768	materails	N	'materails and methods'	1					
4769	method	N	'material and method', 'materials and method', 'method details', 'method details and table s1'	5					
4770	s100	N	'material and methods, figure s100'	1					
4771	s101	N	'material and methods, figure s101'	1					
4772	s24	N	'material and methods, figure s24', 'table 1 and figures 2 and s24', 'table 1, s1 and figures s24-s30', 'table s24', 'table 1 and figure 2 and s24', 'table 1, s1 and figure s24-s30'	4					
4773	s25	N	'material and methods, figure s25', 'table 1 and figures 2 and s25', 'table s25', 'tables 1, 2, s1, s2, s7 and figures s3, s13, s25, s26', 'tables 1, 2, s2, s7 and figures s3, s13, s25, s26', 'table 1 and figure 2 and s25', 'table 1, 2, s1, s2, s7 and figures s3, s13, s25, s26', 'table 1, 2, s2, s7 and figures s3, s13, s25, s26'	5					
4774	s31	N	'material and methods, figure s31', 'table s1 and fgure s31', 'table s31'	3					
4775	s32	N	'material and methods, figure s32', 'supporing information table s32', 'supporting information s32', 'table s1 and fgures s32-s33'	5					
4776	s33	N	'material and methods, figure s33', 'supporting information s33', 'table s1 and fgures s32-s33', 'table s33'	4					
4777	s34	N	'material and methods, figure s34', 'supporting information s34', 'table s1 and fgures s34-s35', 'table s34'	4					
4778	s35	N	'material and methods, figure s35', 'supporting information s35', 'table s1 and fgures s34-s35', 'table s35'	4					
4779	s36	N	'material and methods, figure s36', 'supporting information s36', 'table s1 and fgure s36', 'table s36'	4					
4780	s37	N	'material and methods, figure s37', 'table s1 and fgures s37-s38', 'table s37'	3					
4781	s38	N	'material and methods, figure s38', 'table s1 and fgures s37-s38', 'table s38'	3					
4782	s39	N	'material and methods, figure s39', 'table s1 and fgure s39', 'table s39'	3					
4783	s49	N	'material and methods, figure s49', 'table s49', 'text p. s49', 'text page. s49'	3					
4784	s50	N	'material and methods, figure s50', 'p. s50', 'table s50', 'text p. s50', 'page. s50', 'text page. s50'	4					
4785	s51	N	'material and methods, figure s51', 'table s51'	2					
4786	s52	N	'material and methods, figure s52', 'table s52'	2					
4787	s53	N	'material and methods, figure s53', 'table s53'	2					
4788	s54	N	'material and methods, figure s54', 'table s54'	2					
4789	s55	N	'material and methods, figure s55', 'table s55'	2					
4790	s56	N	'material and methods, figure s56', 'table s56'	2					
4791	s57	N	'material and methods, figure s57', 'table s57'	2					
4792	s58	N	'material and methods, figure s58', 'table s58'	2					
4793	s59	N	'material and methods, figure s59', 'table s59'	2					
4794	s60	N	'material and methods, figure s60', 'table s60'	2					
4795	s65	N	'material and methods, figure s65'	1					
4796	s66	N	'material and methods, figure s66'	1					
4797	s67	N	'material and methods, figure s67'	1					
4798	s68	N	'material and methods, figure s68'	1					
4799	s69	N	'material and methods, figure s69'	1					
4800	s70	N	'material and methods, figure s70'	1					
4801	s71	N	'material and methods, figure s71'	1					
4802	s72	N	'material and methods, figure s72'	1					
4803	s73	N	'material and methods, figure s73'	1					
4804	s74	N	'material and methods, figure s74'	1					
4805	s75	N	'material and methods, figure s75'	1					
4806	s76	N	'material and methods, figure s76'	1					
4807	s77	N	'material and methods, figure s77'	1					
4808	s78	N	'material and methods, figure s78'	1					
4809	s79	N	'material and methods, figure s79'	1					
4810	s80	N	'material and methods, figure s80'	1					
4811	s81	N	'material and methods, figure s81'	1					
4812	s82	N	'material and methods, figure s82'	1					
4813	s83	N	'material and methods, figure s83'	1					
4814	s84	N	'material and methods, figure s84'	1					
4815	s85	N	'material and methods, figure s85'	1					
4816	s86	N	'material and methods, figure s86'	1					
4817	s87	N	'material and methods, figure s87'	1					
4818	s88	N	'material and methods, figure s88'	1					
4819	s89	N	'material and methods, figure s89'	1					
4820	s90	N	'material and methods, figure s90'	1					
4821	s91	N	'material and methods, figure s91'	1					
4822	s92	N	'material and methods, figure s92'	1					
4823	s93	N	'material and methods, figure s93'	1					
4824	s94	N	'material and methods, figure s94'	1					
4825	s95	N	'material and methods, figure s95'	1					
4826	s96	N	'material and methods, figure s96'	1					
4827	s97	N	'material and methods, figure s97'	1					
4828	s98	N	'material and methods, figure s98'	1					
4829	s99	N	'material and methods, figure s99'	1					
4830	methods/reference	N	'materials and methods/reference'	1					
4831	methods/summary	N	'materials and methods/summary'	1					
4832	experiments	N	'materials and experiments'	1					
4833	merhods	N	'materials and merhods'	1					
4834	p529	N	'materials and methods (p529)'	1					
4835	page104	N	'materials and methods (page104)'	1					
4836	nih	N	'materials and methods and nih tetramer core'	1					
4837	tetramer	N	'materials and methods and nih tetramer core'	1					
4838	core	N	'materials and methods and nih tetramer core'	1					
