index	invalid_word	pdb_plausible?	context	occurrences	replace_with	remove	invalidate	allow
6104	4nc0	Y	'table 2 and pdb 4nbz, 4nc0 and 4nc1', 'tables 1, 2, 3, figures 4, 5 and pdb 4nc0'	2				
6105	4nbz	Y	'table 2 and pdb 4nbz, 4nc0 and 4nc1', 'tables 1, 2, 3, figures 4, 5 and pdb 4nbz', 'tables 1, 2, 3, figure 4, 5 and pdb 4nbz', 'table 1, 2, 3, figures 4, 5 and pdb 4nbz'	2				
6106	4nc2	Y	'table 2 and pdb 4nc2', 'tables 1, 2, 3, figure 7 and pdb 4nc2', 'table 1, 2, 3, figure 7 and pdb 4nc2'	2				
6107	4wy7	Y	'table 2 and pdb 4wy7'	1				
6108	5e8d	Y	'table 2 and pdb 5e8d', 'tables 1, 2, figures 1, 2 and pdb 5e8d', 'table 1, 2, figures 1, 2 and pdb 5e8d'	2				
6109	5hgg	Y	'table 2 and pdb 5hgg', 'tables 1, 2, figures 3, 4, 7, 8 and pdb 5hgg', 'tables 1, 2, figure 3, 4, 7, 8 and pdb 5hgg', 'table 1, 2, figure 3, 4, 7, 8 and pdb 5hgg'	2				
6110	5myk	Y	'table 2 and pdb 5myk'	1				
6111	5w1v	Y	'table 2 and pdb 5w1v', 'tables 2, 3, figures 2, 3 and pdb 5w1v', 'table 2, 3, figure 2, 3 and pdb 5w1v'	2				
6112	5w1w	Y	'table 2 and pdb 5w1w', 'tables 2 , 3, figures 2, 3, 4 and pdb 5w1w', 'table 2 , 3, figures 2, 3, 4 and pdb 5w1w'	2				
6113	6j5d	Y	'table 2 and pdb 6j5d', 'tables 1, 2, figures 4, 5, 6 and pdb 6j5d', 'table 1, 2, figures 4, 5, 6 and pdb 6j5d'	2				
6114	supplemnetary	N	'table 2 and supplemnetary figure 1', 'table 2, figure 2 and supplemnetary figure 1'	2				
6115	1e4w	Y	'table 2, 3, 4, figures 3, 4, 5 and pdb 1e4w'	1				
6116	6ybp	Y	'table 2, extended data figure 8 and pdb 6ybp'	1				
6117	1yn6	Y	'table 2, figure 1 and pdb 1yn6'	1				
6118	1yn7	Y	'table 2, figure 1 and pdb 1yn7'	1				
6119	1g7q	Y	'table 2, figure 2, 3, 4, 5 and pdb 1g7q'	1				
6120	5f3b	Y	'table 2, figure 2, 3, supplementary table 2 and pdb 5f3b'	1				
6121	5f3h	Y	'table 2, figure 2, 3, supplementary table 2 and pdb 5f3h'	1				
6122	6pyj	Y	'table 2, figure 2, supplementary figure 5 and pdb 6pyj'	1				
6123	6pyl	Y	'table 2, figure 2, supplementary figure 5 and pdb 6pyl'	1				
6124	6pz5	Y	'table 2, figure 2, supplementary figure 5 and pdb 6pz5'	1				
6125	4ov5	Y	'table 2, figure 3 and pdb 4ov5'	1				
6126	4jrx	Y	'table 2, figure 3, 4 and pdb 4jrx', 'table 2, s3, figures 3, 4,6, s3 and pdb 4jrx'	2				
6127	4jry	Y	'table 2, figure 3, 5 and pdb 4jry', 'tables 2, s4, figures 3, 5, 6, s3, s4 and pdb 4jry', 'table 2, s4, figure 3, 5, 6, s3, s4 and pdb 4jry'	2				
6128	2wbj	Y	'table 2, figure 3, and pdb 2wbj', 'tables 2, s3 and figures 3, s4, s5, s6, s8, s12 and pdb 2wbj', 'table 2, s3 and figure 3, s4, s5, s6, s8, s12 and pdb 2wbj'	2				
6129	4u1h	Y	'table 2, figure 3, supplementary table s1 and pdb 4u1h'	1				
6130	4u1i	Y	'table 2, figure 3, supplementary table s1 and pdb 4u1i'	1				
6131	4u1j	Y	'table 2, figure 3, supplementary table s1 and pdb 4u1j'	1				
6132	3bn	N	'table 2, figure 3bn'	1				
6133	2j8u	Y	'table 2, figure 4 and pdb 2j8u'	1				
6134	2jcc	Y	'table 2, figure 4 and pdb 2jcc'	1				
6135	2uwe	Y	'table 2, figure 4 and pdb 2uwe'	1				
6136	5nmh	Y	'table 2, figure 4 and pdb 5nmh'	1				
6137	5nmk	Y	'table 2, figure 4 and pdb 5nmk'	1				
6138	6bij	Y	'table 2, figure 4 and pdb 6bij'	1				
6139	6bil	Y	'table 2, figure 4 and pdb 6bil'	1				
6140	6bin	Y	'table 2, figure 4 and pdb 6bin'	1				
6141	6bir	Y	'table 2, figure 4 and pdb 6bir'	1				
6142	6biv	Y	'table 2, figure 4 and pdb 6biv'	1				
6143	6bix	Y	'table 2, figure 4 and pdb 6bix'	1				
6144	6biy	Y	'table 2, figure 4 and pdb 6biy'	1				
6145	6biz	Y	'table 2, figure 4 and pdb 6biz'	1				
6146	6pyv	Y	'table 2, figure 4 and pdb 6pyv'	1				
6147	6pyw	Y	'table 2, figure 4 and pdb 6pyw'	1				
6148	5vue	Y	'table 2, figure 4, supplementary figure 8 and pdb 5vue'	1				
6149	5vuf	Y	'table 2, figure 4, supplementary figure 8 and pdb 5vuf'	1				
6150	5vwd	Y	'table 2, figure 4, supplementary figure 8 and pdb 5vwd'	1				
6151	5vwf	Y	'table 2, figure 4, supplementary figure 8 and pdb 5vwf'	1				
6152	5vwj	Y	'table 2, figure 4, supplementary figure 8 and pdb 5vwj'	1				
6153	3quk	Y	'table 2, figure 4, supplementary figures 3, 4 and pdb 3quk', 'table 2, figure 4, supplementary figure 3, 4 and pdb 3quk'	1				
6154	3qul	Y	'table 2, figure 4, supplementary figures 3, 4 and pdb 3qul', 'table 2, figure 4, supplementary figure 3, 4 and pdb 3qul'	1				
6155	5vud	Y	'table 2, figure 4, supplementary figures 8, 9 and pdb 5vud', 'table 2, figure 4, supplementary figure 8, 9 and pdb 5vud'	1				
6156	5vvp	Y	'table 2, figure 4, supplementary figures 8, 9 and pdb 5vvp', 'table 2, figure 4, supplementary figure 8, 9 and pdb 5vvp'	1				
6157	5vwh	Y	'table 2, figure 4, supplementary figures 8, 9 and pdb 5vwh', 'table 2, figure 4, supplementary figure 8, 9 and pdb 5vwh'	1				
6158	35c8	Y	'table 2, figure 5 and pdb 35c8'	1				
6159	3i6g	Y	'table 2, figure 5 and pdb 3i6g'	1				
6160	3i6k	Y	'table 2, figure 5 and pdb 3i6k'	1				
6161	5dub	Y	'table 2, figure 5 and pdb 5dub'	1				
6162	5gkr	Y	'table 2, figure 5 and pdb 5gkr'	1				
6163	3ery	Y	'table 2, figure 6 and pdb 3ery'	1				
6164	5dsc	Y	'table 2, figure 7 and pdb 5dsc'	1				
6165	5dtf	Y	'table 2, figure 7 and pdb 5dtf'	1				
6166	6kdi	Y	'table 2, figure 7 and pdb 6kdi'	1				
6167	1fzj	Y	'table 2, figures 1, 2, 3, 4 and pdb 1fzj', 'table 2, figure 1, 2, 3, 4 and pdb 1fzj'	1				
6168	1fzk	Y	'table 2, figures 1, 2, 3, 4 and pdb 1fzk', 'table 2, figure 1, 2, 3, 4 and pdb 1fzk'	1				
6169	4i5b	Y	'table 2, figures 1, 2, 3, 4 and pdb 4i5b', 'table 2, figure 1, 2, 3, 4 and pdb 4i5b'	1				
6170	1fzm	Y	'table 2, figures 1, 2, 3, 5 and pdb 1fzm', 'table 2, figure 1, 2, 3, 5 and pdb 1fzm'	1				
6171	1fzo	Y	'table 2, figures 1, 2, 3, 5 and pdb 1fzo', 'table 2, figure 1, 2, 3, 5 and pdb 1fzo'	1				
6172	2gt9	Y	'table 2, figures 1, 2, 3, s1, s2, s3, s4, s5 and 2gt9', 'table 2, figure 1, 2, 3, s1, s2, s3, s4, s5 and 2gt9'	1				
6173	2guo	Y	'table 2, figures 1, 2, 3, s1, s2, s5 and 2guo (molecule 1)', 'table 2, figures 1, 2, 3, s1, s2, s5 and 2guo (molecule 2)', 'table 2, figure 1, 2, 3, s1, s2, s5 and 2guo (molecule 1)', 'table 2, figure 1, 2, 3, s1, s2, s5 and 2guo (molecule 2)'	2				
6174	molecule	N	'table 2, figures 1, 2, 3, s1, s2, s5 and 2guo (molecule 1)', 'table 2, figures 1, 2, 3, s1, s2, s5 and 2guo (molecule 2)', 'table 2, figures 1, 2, 3, s1, s4, s5 and 2gtz (molecule 1)', 'table 2, figures 1, 2, 3, s1, s4, s5 and 2gtz (molecule 2)', 'table ii, figures 2, 3 and pdb 1eez (molecule 1)', 'table ii, figures 2, 3 and pdb 1eez (molecule 2)'	6				
6175	2gtw	Y	'table 2, figures 1, 2, 3, s1, s3, s5 and 2gtw', 'table 2, figure 1, 2, 3, s1, s3, s5 and 2gtw'	1				
6176	2gtz	Y	'table 2, figures 1, 2, 3, s1, s4, s5 and 2gtz (molecule 1)', 'table 2, figures 1, 2, 3, s1, s4, s5 and 2gtz (molecule 2)'	2				
6177	3eys	Y	'table 2, figures 1, 2, 4, supporting data table 1 and pdb 3eys', 'table 2, figure 1, 2, 4, supporting data table 1 and pdb 3eys'	1				
6178	3eyu	Y	'table 2, figures 1, 2, 4, supporting data table 1 and pdb 3eyu', 'table 2, figure 1, 2, 4, supporting data table 1 and pdb 3eyu'	1				
6179	1u8i	Y	'table 2, figures 1, 2, 5, 7 and 1u8i'	1				
6180	1u8j	Y	'table 2, figures 1, 2, 5, 7 and 1u8j'	1				
6181	2pw1	Y	'table 2, figures 1, 2, 5, 7 and 2pw1'	1				
6182	2pw2	Y	'table 2, figures 1, 2, 5, 7 and 2pw2', 'table 2, figure 1, 2, 5, 7 and 2pw2'	1				
6183	1xgp	Y	'table 2, figures 1, 3, 4, 5, 6 and pdb 1xgp', 'table 2, figure 1, 3, 4, 5, 6 and pdb 1xgp'	1				
6184	1xgq	Y	'table 2, figures 1, 3, 4, 5, 6 and pdb 1xgq', 'table 2, figure 1, 3, 4, 5, 6 and pdb 1xgq'	1				
6185	1xgu	Y	'table 2, figures 1, 3, 4, 5, 6 and pdb 1xgu'	1				
6186	1gaf	Y	'table 2, figures 2, 3 and pdb 1gaf', 'table 2, figure 2, 3 and pdb 1gaf'	1				
6187	4wht	Y	'table 2, figures 2, 3 and pdb 4wht'	1				
6188	4why	Y	'table 2, figures 2, 3 and pdb 4why', 'table 2, figure 2, 3 and pdb 4why'	1				
6189	1n0x	Y	'table 2, figures 2, 3, 4, supplementary table 1 and pdb 1n0x', 'table 2, figure 2, 3, 4, supplementary table 1 and pdb 1n0x'	1				
6190	2bjm	Y	'table 2, figures 3, 4 and pdb 2bjm'	1				
6191	5drn	Y	'table 2, figures 3, 4, 7, s3 and pdb 5drn', 'table 2, figure 3, 4, 7, s3 and pdb 5drn'	1				
6192	5my4	Y	'table 2, figures 3, 4, s4, s5 and pdb 5my4', 'table 2, figure 3, 4, s4, s5 and pdb 5my4'	1				
6193	4ozi	Y	'table 2, figures 3, s1, supplementary table 1 and pdb 4ozi', 'table 2, figure 3, s1, supplementary table 1 and pdb 4ozi'	1				
6194	4qww	Y	'table 2, figures 3-6 and pdb 4qww'	1				
6195	2r1w	Y	'table 2, figures 4, 5 and pdb 2r1w', 'table 2, figure 4, 5 and pdb 2r1w'	1				
6196	2r1x	Y	'table 2, figures 4, 5 and pdb 2r1x', 'table 2, figure 4, 5 and pdb 2r1x'	1				
6197	2r1y	Y	'table 2, figures 4, 5 and pdb 2r1y', 'table 2, figure 4, 5 and pdb 2r1y'	1				
6198	2r23	Y	'table 2, figures 4, 5 and pdb 2r23', 'table 2, figure 4, 5 and pdb 2r23'	1				
6199	2r2b	Y	'table 2, figures 4, 5 and pdb 2r2b'	1				
6200	2r2e	Y	'table 2, figures 4, 5 and pdb 2r2e', 'table 2, figure 4, 5 and pdb 2r2e'	1				
6201	2r2h	Y	'table 2, figures 4, 5 and pdb 2r2h', 'table 2, figure 4, 5 and pdb 2r2h'	1				
6202	3bpc	Y	'table 2, figures 4, 5 and pdb 3bpc'	1				
6203	25c8	Y	'table 2, figures 4, 5, 6 and pdb 25c8'	1				
6204	3pwu	Y	'table 2, figures 4, 5, 6, 8 and pdb 3pwu'	1				
6205	3pwv	Y	'table 2, figures 4, 5, 6, 8 and pdb 3pwv'	1				
6206	4ozh	Y	'table 2, figures 4, 5, s1, supplementary table 2 and pdb 4ozh', 'table 2, figures 4, s1, supplementary table 2 and pdb 4ozh', 'table 2, figure 4, 5, s1, supplementary table 2 and pdb 4ozh', 'table 2, figure 4, s1, supplementary table 2 and pdb 4ozh'	2				
6207	4ozg	Y	'table 2, figures 4, 5, s1, supplementary table 3 and pdb 4ozg', 'table 2, figures 4, s1, supplementary table 3 and pdb 4ozg'	2				
6208	4ozf	Y	'table 2, figures 4, 5, s1, supplementary table 4 and pdb 4ozf', 'table 2, figures 4, s1, supplementary table 4 and pdb 4ozf'	2				
6209	5ds8	Y	'table 2, figures 5, s3 and pdb 5ds8', 'table 2, figure 5, s3 and pdb 5ds8'	1				
6210	2f5b	Y	'table 2, figures, 1, 2, 3, 4, 5, 6, 7 and 2f5b', 'table 2, figure, 1, 2, 3, 4, 5, 6, 7 and 2f5b'	1				
6211	1u91	Y	'table 2, figures, 1, 2, 3, 6, 7 and 1u91', 'table 2, figure, 1, 2, 3, 6, 7 and 1u91'	1				
6212	1u93	Y	'table 2, figures, 1, 2, 3, 6, 7 and 1u93', 'table 2, figure, 1, 2, 3, 6, 7 and 1u93'	1				
6213	1u8l	Y	'table 2, figures, 1, 2, 3, 7 and 1u8l', 'table 2, figure, 1, 2, 3, 7 and 1u8l'	1				
6214	1u95	Y	'table 2, figures, 1, 2, 3, 7 and 1u95', 'table 2, figure, 1, 2, 3, 7 and 1u95'	1				
6215	3idj	Y	'table 2, figures, 1, 2, 3, 7 and 3idj'	1				
6216	3idm	Y	'table 2, figures, 1, 2, 3, 7 and 3idm'	1				
6217	3idn	Y	'table 2, figures, 1, 2, 3, 7 and 3idn'	1				
6218	1u8n	Y	'table 2, figures, 1, 2, 4, 7 and 1u8n'	1				
6219	1u8m	Y	'table 2, figures, 1, 2, 4, 7 and 1u8m', 'table 2, figure, 1, 2, 4, 7 and 1u8m'	1				
6220	1u8o	Y	'table 2, figures, 1, 2, 4, 7 and 1u8o', 'table 2, figure, 1, 2, 4, 7 and 1u8o'	1				
6221	1u8h	Y	'table 2, figures, 1, 2, 5, 7 and 1u8h', 'table 2, figure, 1, 2, 5, 7 and 1u8h'	1				
6222	3idg	Y	'table 2, figures, 1, 2, 5, 7 and 3idg', 'table 2, figure, 1, 2, 5, 7 and 3idg'	1				
6223	3idi	Y	'table 2, figures, 1, 2, 5, 7 and 3idi'	1				
6224	1u8p	Y	'table 2, figures, 1, 2, 6, 7 and 1u8p', 'table 2, figure, 1, 2, 6, 7 and 1u8p'	1				
6225	1u92	Y	'table 2, figures, 1, 2, 6, 7 and 1u92', 'table 2, figure, 1, 2, 6, 7 and 1u92'	1				
6226	1u8q	Y	'table 2, figures, 1, 2, 7 and 1u8q'	1				
6227	4gg6	Y	'table 2, s3, figure 3, 4, s2, s3, s4 and pdb 4gg6', 'tables 2 and s3, figures 3, 4, s2, s3 and s4 and pdb 4gg6', 'table 2 and s3, figure 3, 4, s2, s3 and s4 and pdb 4gg6'	2				
6228	2r0w	Y	'table 2, si table 5, figure 2 and pdb 2r0w'	1				
6229	2ipu	Y	'table 2, si table 5, figures 2, 3 and pdb 2ipu', 'table 2, si table 5, figure 2, 3 and pdb 2ipu'	1				
6230	2r0z	Y	'table 2, si table 5, si figure 6 and pdb 2r0z'	1				
6231	4o9h	Y	'table 2, supplementary table s1, figures 1, 2, 4, supplemental figure 2 and pdb 4o9h', 'table s1 and pdb 4o9h', 'table 2, supplementary table s1, figure 1, 2, 4, supplemental figure 2 and pdb 4o9h'	2				
6232	4zs7	Y	'table 2, supplementary table s2, figures 1, 2, 4, supplemental figure 2 and pdb 4zs7', 'table s2 and pdb 4zs7', 'table 2, supplementary table s2, figure 1, 2, 4, supplemental figure 2 and pdb 4zs7'	2				
6233	tex	N	'table 2, tex p 217'	1				
6234	p98	N	'table 2, text p98'	1				
6235	strynadka	N	'table 2. strynadka et al. 1988. j. virol. 62:3474-3483.'	1				
6236	2/author	N	'table 2/author provided identifier'	1				
6237	2/reference	N	'table 2/reference'	1				
6238	2adf	Y	'table 3 and pdb 2adf', 'tables 1, 3, and figures 1, 2, 5 and pdb 2adf', 'table 1, 3, and figure 1, 2, 5 and pdb 2adf'	2				
6239	2zqb	Y	'table 3 and pdb 2zqb'	1				
6240	3qw0	Y	'table 3 and pdb 3qw0'	1				
6241	4fhb	Y	'table 3 and pdb 4fhb', 'table 3, supplementary table 1, figure 6 and pdb 4fhb'	2				
6242	and/or	N	'table 3 and/or supplementary data 1'	1				
6243	1jhl	Y	'table 3, and figures 1, 2 and pdb 1jhl'	1				
6244	4k7f	Y	'table 3, figure 1 and pdb 4k7f'	1				
6245	6ev2	Y	'table 3, figure 2, supplementary figure s1 and pdb 6ev2 (v1.0)'	1				
6246	3wsq	Y	'table 3, figure 3, text page 981 and pdb 3wsq'	2				
6247	2jb5	Y	'table 3, figure 4 and pdb 2jb5'	1				
6248	2jb6	Y	'table 3, figure 4 and pdb 2jb6'	1				
6249	4u1k	Y	'table 3, figure 4, supplementary table s2 and pdb 4u1k'	1				
6250	4u1l	Y	'table 3, figure 4, supplementary table s2 and pdb 4u1l'	1				
6251	4u1m	Y	'table 3, figure 4, supplementary table s2 and pdb 4u1m'	1				
6252	4u1n	Y	'table 3, figure 4, supplementary table s2 and pdb 4u1n'	1				
6253	5jlz	Y	'table 3, figure 5 and pdb 5jlz'	1				
6254	5lax	Y	'table 3, figure 5 and pdb 5lax'	1				
6255	5mv4	Y	'table 3, figure 5, supplementary figure 5 and pdb 5mv4'	1				
6256	7pb2	Y	'table 3, figure s4, and pdb 7pb2'	1				
6257	5vl2	Y	'table 3, figures 1, 2 and pdb 5vl2', 'table 3, figure 1, 2 and pdb 5vl2'	1				
6258	5vm0	Y	'table 3, figures 1, 2 and pdb 5vm0', 'table 3, figure 1, 2 and pdb 5vm0'	1				
6259	5vm6	Y	'table 3, figures 1, 2 and pdb 5vm6'	1				
6260	1g7p	Y	'table 3, figures 1, 2, 3, 4 and pdb 1g7p', 'table 3, figure 1, 2, 3, 4 and pdb 1g7p'	1				
6261	4m7j	Y	'table 3, figures 1, 3, 4 and pdb 4m7j', 'table 3, figure 1, 3, 4 and pdb 4m7j'	1				
6262	7ow3	Y	'table 3, figures 2 and s5, and pdb 7ow3', 'table 3, figure 2 and s5, and pdb 7ow3'	1				
6263	7ow4	Y	'table 3, figures 2 and s5, and pdb 7ow4', 'table 3, figure 2 and s5, and pdb 7ow4'	1				
6264	4u6x	Y	'table 3, figures 2, 3 and pdb 4u6x', 'table 3, figure 2, 3 and pdb 4u6x'	1				
6265	4u6y	Y	'table 3, figures 2, 3 and pdb 4u6y', 'table 3, figure 2, 3 and pdb 4u6y'	1				
6266	7ow5	Y	'table 3, figures 2, 3, and s3, and pdb 7ow5', 'table 3, figures 2, 3, s2, and s3, and pdb 7ow5', 'table 3, figure 2, 3, and s3, and pdb 7ow5', 'table 3, figure 2, 3, s2, and s3, and pdb 7ow5'	2				
6267	7ow6	Y	'table 3, figures 2, 3, and s3, and pdb 7ow6', 'table 3, figures 2, 3, s2, s3, and s4, and pdb 7ow6'	2				
6268	3i6l	Y	'table 3, figures 3, 4 and pdb 3i6l', 'table 3, figure 3, 4 and pdb 3i6l'	1				
6269	4pri	Y	'table 3, figures 5, 6 and pdb 4pri', 'table 3, figure 5, 6 and pdb 4pri'	1				
6270	5mu2	Y	'table 3, figures 5, 6, supplementary figure 3, 4, 5, 6 and pdb 5mu2', 'table 3, figure 5, 6, supplementary figure 3, 4, 5, 6 and pdb 5mu2'	1				
6271	5mub	Y	'table 3, figures 5, 6, supplementary figure 3, 4, 5, 6 and pdb 5mub', 'table 3, figure 5, 6, supplementary figure 3, 4, 5, 6 and pdb 5mub'	1				
6272	5mv3	Y	'table 3, figures 5, 6, supplementary figure 3, 4, 5, 6 and pdb 5mv3'	1				
6273	5mu0	Y	'table 3, figures 5, 6, supplementary figures 3, 4, 5 and pdb 5mu0'	1				
6274	3ab	N	'table 3ab'	1				
6275	2j4w	Y	'table 4 and pdb 2j4w', 'tables 1, 2, 3, 4, figure 3, 4, 7 and pdb 2j4w', 'table 1, 2, 3, 4, figure 3, 4, 7 and pdb 2j4w'	2				
6276	2j5l	Y	'table 4 and pdb 2j5l', 'tables 1, 2, 3, figures 4, 5, 7 and pdb 2j5l', 'tables 1, 2, 3, figure 4, 5, 7 and pdb 2j5l', 'table 1, 2, 3, figures 4, 5, 7 and pdb 2j5l'	2				
6277	4eig	Y	'table 4 and pdb 4eig', 'table 4, supplementary table 1, figure 8 and pdb 4eig'	2				
6278	4mnq	Y	'table 4, figure 4 and pdb 4mnq', 'tables 4, 5, figure 4 and pdb 4mnq', 'table 4, 5, figure 4 and pdb 4mnq'	2				
6279	2czl	Y	'table 4, text p. 1024 and pdb 2zch, 2zck, 2czl'	1				
6280	4mhh	Y	'table 5 and pdb 4mhh', 'tables 2, 5, figure 1 and pdb 4mhh'	2				
6281	4mhj	Y	'table 5 and pdb 4mhj', 'tables 2, 5, figure 2 and pdb 4mhj', 'table 2, 5, figure 2 and pdb 4mhj'	2				
6282	1igc	Y	'table 6 and pdb 1igc', 'tables 1, 2, 3, 4, 5, 6, 7, figures 2, 3, 4, 5, 7, 8 and pdb 1igc', 'table 1, 2, 3, 4, 5, 6, 7, figures 2, 3, 4, 5, 7, 8 and pdb 1igc'	2				
6283	groups	N	'table i (group a), table ii (groups a and c), table iii (group c)', 'table 1 (group a), table 11 (groups a and c), table 111 (group c)', 'table i (group a), table ii (groups a and c), table 3 (group c)'	1				
6284	1cbv	Y	'table i and pdb 1cbv', 'tables i, ii, iii, iv, v, figures 2, 3, 4, 5, 6, 7 and pdb 1cbv', 'table 1 and pdb 1cbv', 'table 1, 11, 111, 15, 5, f1gures 2, 3, 4, 5, 6, 7 and pdb 1cb5', 'table 1, 11, 3, 15, 5, f1gure 2, 3, 4, 5, 6, 7 and pdb 1cb5'	2				
6285	eiv	N	'table i figure 3, tables eiii, eiv'	1				
6286	eiii	N	'table i figure 3, tables eiii, eiv', 'table 1 f1gure 3, table e111, e1v', 'table i figure 3, table eiii, eiv'	1				
6287	1kpr	Y	'table i, figure 5 and pdb 1kpr', 'table 1, f1gure 5 and pdb 1kpr'	1				
6288	1ktl	Y	'table i, figure 5 and pdb 1ktl', 'table 1, f1gure 5 and pdb 1ktl'	1				
6289	column	N	'table i, column 4', 'table i, column 5', 'table 1, column 4', 'table 1, column 5'	2				
6290	1s7q	Y	'table i, figure 1 and pdb 1s7q', 'table 1, f1gure 1 and pdb 1s7q'	1				
6291	1s7r	Y	'table i, figure 1 and pdb 1s7r'	1				
6292	1s7s	Y	'table i, figure 1 and pdb 1s7s'	1				
6293	1s7t	Y	'table i, figure 1 and pdb 1s7t', 'table 1, f1gure 1 and pdb 1s7t'	1				
6294	1s7u	Y	'table i, figure 1 and pdb 1s7u', 'table 1, f1gure 1 and pdb 1s7u'	1				
6295	1s7v	Y	'table i, figure 1 and pdb 1s7v', 'table 1, f1gure 1 and pdb 1s7v'	1				
6296	1s7w	Y	'table i, figure 1 and pdb 1s7w', 'table 1, f1gure 1 and pdb 1s7w'	1				
6297	1s7x	Y	'table i, figure 1 and pdb 1s7x', 'table 1, f1gure 1 and pdb 1s7x'	1				
6298	2bnq	Y	'table i, figure 1 and pdb 2bnq', 'table 1, f1gure 1 and pdb 2bnq'	1				
6299	2bnr	Y	'table i, figure 1 and pdb 2bnr', 'table 1, f1gure 1 and pdb 2bnr'	1				
6300	2bn	N	'table i, figure 1, 2, 3 and pdb 2bn', 'table 1, f1gure 1, 2, 3 and pdb 2bn'	1				
6301	2vdp	Y	'table i, figure 2 and pdb 2vdp', 'table 1, f1gure 2 and pdb 2vdp'	1				
6302	1p4b	Y	'table i, figure 4 and pdb 1p4b', 'table 1, f1gure 4 and pdb 1p4b'	1				
6303	3ecb	Y	'table i, figure 4 and pdb 3ecb', 'table 1, f1gure 4 and pdb 3ecb'	1				
6304	3wuw	Y	'table i, figure 4 and pdb 3wuw', 'table 1, f1gure 4 and pdb 3wuw'	1				
6305	2fee	Y	'table i, figure 5 and pdb 2fee', 'table 1, f1gure 5 and pdb 2fee'	1				
6306	5kd4	Y	'table i, figure 6, supplemental figure 1 and pdb 5kd4', 'table 1, f1gure 6, supplemental f1gure 1 and pdb 5kd4'	1				
6307	5kd7	Y	'table i, figure 6, supplemental figure 1 and pdb 5kd7'	1				
6308	5t7g	Y	'table i, figure 6, supplemental figure 1 and pdb 5t7g', 'table 1, f1gure 6, supplemental f1gure 1 and pdb 5t7g'	1				
6309	4g42	Y	'table i, figure 7 and pdb 4g42', 'table 1, f1gure 7 and pdb 4g42'	1				
6310	4g43	Y	'table i, figure 7 and pdb 4g43', 'table 1, f1gure 7 and pdb 4g43'	1				
6311	4e0r	Y	'table i, figures 1, 2 and pdb 4e0r', 'table 1, f1gures 1, 2 and pdb 4e0r'	1				
6312	3roo	Y	'table i, figures 1, 2, 3 and pdb 3roo', 'table 1, f1gures 1, 2, 3 and pdb 3roo', 'table 1, f1gure 1, 2, 3 and pdb 3roo'	1				
6313	1p7k	Y	'table i, figures 1, 2, 3 and pdb 1p7k', 'table 1, f1gures 1, 2, 3 and pdb 1p7k', 'table i, figure 1, 2, 3 and pdb 1p7k'	1				
6314	1tvb	Y	'table i, figures 1, 2, 3, 4 and pdb 1tvb', 'table i, figure 1, 2, 3, 4 and pdb 1tvb'	1				
6315	1tvh	Y	'table i, figures 1, 2, 3, 4 and pdb 1tvh', 'table 1, f1gures 1, 2, 3, 4 and pdb 1tvh', 'table 1, f1gure 1, 2, 3, 4 and pdb 1tvh'	1				
6316	3rol	Y	'table i, figures 1, 3 and pdb 3rol', 'table 1, f1gures 1, 3 and pdb 3rol', 'table i, figure 1, 3 and pdb 3rol'	1				
6317	1i1f	Y	'table i, figures 1, 4 and pdb 1i1f', 'table 1, f1gures 1, 4 and pdb 111f', 'table i, figure 1, 4 and pdb 1i1f'	1				
6318	1i1y	Y	'table i, figures 1, 4 and pdb 1i1y', 'table 1, f1gures 1, 4 and pdb 111y', 'table 1, f1gure 1, 4 and pdb 111y'	1				
6319	1uqs	Y	'table i, figures 1, 5 and pdb 1uqs', 'table 1, f1gures 1, 5 and pdb 1uqs', 'table i, figure 1, 5 and pdb 1uqs'	1				
6320	3o6f	Y	'table i, figures 2, 4 and pdb 3o6f', 'tables i, ii, figures 2, 5, 6, 7 and pdb 3o6f', 'table 1, f1gures 2, 4 and pdb 3o6f', 'tables 1, 11, f1gures 2, 5, 6, 7 and pdb 3o6f', 'table i, figure 2, 4 and pdb 3o6f', 'table i, ii, figure 2, 5, 6, 7 and pdb 3o6f'	2				
6321	4xxc	Y	'table i, figures 6, 7 and pdb 4xxc', 'table 1, f1gures 6, 7 and pdb 4xxc', 'table i, figure 6, 7 and pdb 4xxc'	1				
6322	2ol3	Y	'table i, ii, figures 1, 3 and pdb 2ol3', 'table i, ii, supplementary table i, figures 1, 2, 3, 4, supplementary figure 1 and pdb 2ol3', 'table 1, 11, f1gures 1, 3 and pdb 2ol3', 'table 1, 11, supplementary table 1, f1gures 1, 2, 3, 4, supplementary f1gure 1 and pdb 2ol3', 'table i, ii, figure 1, 3 and pdb 2ol3'	2				
6323	1vpo	Y	'table i, iii and figures 3, 4, 5, 6, 7 and pdb 1vpo', 'table 1, 111 and f1gures 3, 4, 5, 6, 7 and pdb 1vpo', 'table i, 3 and figure 3, 4, 5, 6, 7 and pdb 1vpo'	1				
6324	1lk2	Y	'table i, iii, figure 5 and pdb 1lk2', 'table 1, 111, f1gure 5 and pdb 1lk2', 'table i, 3, figure 5 and pdb 1lk2'	1				
6325	1ic4	Y	'table i, iii, iv, figures 5, 6, 7 and pdb 1ic4', 'table 1, 3, 1v, f1gure 5, 6, 7 and pdb 11c4'	1				
